HB030,HB030_new
302593,30259300
302594,30259400
302595,30259500
302597,30259700
302598,30259800
302602,30260200
302604,30260400
302609,30260900
302610,30261000
302612,30261200
302613,30261300
302617,30261700
302618,30261800
302619,30261900
302624,30262400
302625,30262500
302626,30262600
302628,30262800
302629,30262900
302633,30263300
302634,30263400
302635,30263500
302636,30263600
302637,30263700
302642,30264200
302643,30264300
302644,30264400
302647,30264700
302648,30264800
302651,30265100
302652,30265200
302654,30265400
302657,30265700
302660,30266000
302662,30266200
302663,30266300
302666,30266600
302669,30266900
302670,30267000
302673,30267300
302676,30267600
302678,30267800
302680,30268000
302683,30268300
302684,30268400
302690,30269000
302696,30269600
302697,30269700
302698,30269800
302702,30270200
302703,30270300
302704,30270400
302705,30270500
302706,30270600
302707,30270700
302709,30270900
302717,30271700
302726,30272600
302730,30273000
302731,30273100
302732,30273200
302733,30273300
302734,30273400
302741,30274100
302742,30274200
302743,30274300
302746,30274600
302749,30274900
302753,30275300
302765,30276500
302767,30276700
302768,30276800
302771,30277100
302776,30277600
302778,30277800
302781,30278100
302784,30278400
302787,30278700
302789,30278900
302790,30279000
302792,30279200
302793,30279300
302795,30279500
302797,30279700
302798,30279800
302799,30279900
302801,30280100
302802,30280200
302803,30280300
302812,30281200
302813,30281300
302814,30281400
302817,30281700
302819,30281900
302824,30282400
302825,30282500
302826,30282600
302828,30282800
302829,30282900
302832,30283200
302833,30283300
302836,30283600
302839,30283900
302841,30284100
302843,30284300
302844,30284400
302848,30284800
302850,30285000
302851,30285100
302853,30285300
302854,30285400
302857,30285700
302862,30286200
302865,30286500
302873,30287300
302874,30287400
302876,30287600
302878,30287800
302880,30288000
302881,30288100
302882,30288200
302886,30288600
302888,30288800
302889,30288900
302890,30289000
302891,30289100
302893,30289300
302894,30289400
302896,30289600
302898,30289800
302900,30290000
302901,30290100
302903,30290300
302904,30290400
302905,30290500
302908,30290800
302910,30291000
302915,30291500
302916,30291600
302918,30291800
302920,30292000
302921,30292100
302923,30292300
302926,30292600
302929,30292900
302930,30293000
302931,30293100
302932,30293200
302933,30293300
302934,30293400
302935,30293500
302937,30293700
302938,30293800
302939,30293900
302940,30294000
302941,30294100
302942,30294200
302945,30294500
302948,30294800
302949,30294900
302950,30295000
302951,30295100
302952,30295200
302953,30295300
302954,30295400
302957,30295700
302958,30295800
302959,30295900
302962,30296200
302967,30296700
302968,30296800
302971,30297100
302973,30297300
302974,30297400
302976,30297600
302978,30297800
302981,30298100
302984,30298400
302985,30298500
302986,30298600
302988,30298800
302989,30298900
302990,30299000
302994,30299400
302995,30299500
302997,30299700
302998,30299800
302999,30299900
303000,30300000
303004,30300400
303005,30300500
303006,30300600
303007,30300700
303008,30300800
303010,30301000
303014,30301400
303017,30301700
303018,30301800
303019,30301900
303020,30302000
303021,30302100
303022,30302200
303023,30302300
303024,30302400
303025,30302500
303026,30302600
303028,30302800
303029,30302900
303030,30303000
303031,30303100
303033,30303300
303034,30303400
303035,30303500
303037,30303700
303039,30303900
303040,30304000
303041,30304100
303045,30304500
303046,30304600
303049,30304900
303051,30305100
303054,30305400
303057,30305700
303058,30305800
303062,30306200
303065,30306500
303067,30306700
303070,30307000
303071,30307100
303072,30307200
303076,30307600
303078,30307800
303081,30308100
303084,30308400
303085,30308500
303088,30308800
303090,30309000
303091,30309100
303097,30309700
303098,30309800
303099,30309900
303100,30310000
303101,30310100
303103,30310300
303105,30310500
303106,30310600
303108,30310800
303111,30311100
303113,30311300
303115,30311500
303116,30311600
303117,30311700
303118,30311800
303119,30311900
303120,30312000
303121,30312100
303123,30312300
303124,30312400
303125,30312500
303127,30312700
303129,30312900
303131,30313100
303132,30313200
303133,30313300
303134,30313400
303135,30313500
303136,30313600
303138,30313800
303139,30313900
303140,30314000
303141,30314100
303143,30314300
303144,30314400
303145,30314500
303146,30314600
303147,30314700
303149,30314900
303150,30315000
303151,30315100
303152,30315200
303153,30315300
303154,30315400
303155,30315500
303156,30315600
303157,30315700
303158,30315800
303160,30316000
303161,30316100
303163,30316300
303164,30316400
303166,30316600
303167,30316700
303170,30317000
303174,30317400
303175,30317500
303176,30317600
303177,30317700
303178,30317800
303179,30317900
303180,30318000
303181,30318100
303182,30318200
303183,30318300
303184,30318400
303185,30318500
303186,30318600
303190,30319000
303193,30319300
303194,30319400
303195,30319500
303196,30319600
303197,30319700
303199,30319900
303200,30320000
303201,30320100
303202,30320200
303204,30320400
303205,30320500
303206,30320600
303208,30320800
303211,30321100
303213,30321300
303214,30321400
303215,30321500
303216,30321600
303218,30321800
303219,30321900
303220,30322000
303225,30322500
303227,30322700
303228,30322800
303229,30322900
303231,30323100
303232,30323200
303233,30323300
303236,30323600
303239,30323900
303240,30324000
303242,30324200
303243,30324300
303244,30324400
303248,30324800
303249,30324900
303250,30325000
303253,30325300
303254,30325400
303255,30325500
303256,30325600
303258,30325800
303261,30326100
303263,30326300
303264,30326400
303265,30326500
303266,30326600
303270,30327000
303271,30327100
303274,30327400
303277,30327700
303278,30327800
303279,30327900
303280,30328000
303284,30328400
303285,30328500
303286,30328600
303287,30328700
303289,30328900
303293,30329300
303297,30329700
303298,30329800
303299,30329900
303304,30330400
303305,30330500
303306,30330600
303308,30330800
303313,30331300
303315,30331500
303316,30331600
303319,30331900
303321,30332100
303322,30332200
303324,30332400
303325,30332500
303326,30332600
303327,30332700
303330,30333000
303332,30333200
303335,30333500
303336,30333600
303337,30333700
303338,30333800
303339,30333900
303340,30334000
303341,30334100
303343,30334300
303344,30334400
303345,30334500
303349,30334900
303351,30335100
303352,30335200
303355,30335500
303356,30335600
303358,30335800
303359,30335900
303361,30336100
303362,30336200
303364,30336400
303366,30336600
303367,30336700
303368,30336800
303369,30336900
303370,30337000
303372,30337200
303374,30337400
303376,30337600
303377,30337700
303379,30337900
303381,30338100
303382,30338200
303383,30338300
303388,30338800
303390,30339000
303392,30339200
303393,30339300
303396,30339600
303398,30339800
303399,30339900
303400,30340000
303401,30340100
303402,30340200
303403,30340300
303405,30340500
303409,30340900
303414,30341400
303418,30341800
303419,30341900
303420,30342000
303421,30342100
303422,30342200
303423,30342300
303425,30342500
303428,30342800
303430,30343000
303431,30343100
303434,30343400
303438,30343800
303440,30344000
303441,30344100
303444,30344400
303445,30344500
303447,30344700
303448,30344800
303449,30344900
303453,30345300
303461,30346100
303463,30346300
303464,30346400
303468,30346800
303470,30347000
303471,30347100
303472,30347200
303473,30347300
303474,30347400
303475,30347500
303476,30347600
303477,30347700
303481,30348100
303483,30348300
303484,30348400
303485,30348500
303487,30348700
303489,30348900
303490,30349000
303491,30349100
303493,30349300
303495,30349500
303501,30350100
303507,30350700
303509,30350900
303510,30351000
303514,30351400
303516,30351600
303520,30352000
303521,30352100
303522,30352200
303523,30352300
303526,30352600
303530,30353000
303531,30353100
303533,30353300
303535,30353500
303536,30353600
303539,30353900
303540,30354000
303544,30354400
303547,30354700
303550,30355000
303552,30355200
303554,30355400
303555,30355500
303556,30355600
303558,30355800
303563,30356300
303564,30356400
303565,30356500
303573,30357300
303574,30357400
303576,30357600
303577,30357700
303583,30358300
303584,30358400
303586,30358600
303589,30358900
303596,30359600
303597,30359700
303599,30359900
303600,30360000
303602,30360200
303603,30360300
303604,30360400
303605,30360500
303608,30360800
303609,30360900
303610,30361000
303611,30361100
303612,30361200
303613,30361300
303615,30361500
303616,30361600
313400,30340001
313449,30344901
313475,30347501
403617,40361700
403620,40362000
403622,40362200
403623,40362300
403624,40362400
403629,40362900
403630,40363000
403632,40363200
403640,40364000
403644,40364400
403646,40364600
403649,40364900
403654,40365400
403655,40365500
403657,40365700
403664,40366400
403667,40366700
403668,40366800
403670,40367000
403676,40367600
403680,40368000
403687,40368700
403692,40369200
403694,40369400
403699,40369900
403700,40370000
403705,40370500
403707,40370700
403708,40370800
403709,40370900
403710,40371000
403711,40371100
403713,40371300
403714,40371400
403717,40371700
403720,40372000
403721,40372100
403722,40372200
403725,40372500
403728,40372800
403729,40372900
403734,40373400
403735,40373500
403736,40373600
403738,40373800
403742,40374200
403743,40374300
403745,40374500
403753,40375300
403756,40375600
403758,40375800
403760,40376000
403762,40376200
403763,40376300
403766,40376600
403767,40376700
403768,40376800
403769,40376900
403770,40377000
403774,40377400
403778,40377800
403779,40377900
403780,40378000
403786,40378600
403789,40378900
403792,40379200
403797,40379700
403801,40380100
403808,40380800
403819,40381900
403825,40382500
403832,40383200
403835,40383500
403836,40383600
403837,40383700
403844,40384400
403851,40385100
403858,40385800
403863,40386300
403864,40386400
403871,40387100
403876,40387600
403877,40387700
403881,40388100
403882,40388200
403888,40388800
403896,40389600
403897,40389700
403898,40389800
403900,40390000
403901,40390100
403908,40390800
403910,40391000
403911,40391100
403912,40391200
403915,40391500
403916,40391600
403925,40392500
403933,40393300
403934,40393400
403937,40393700
403939,40393900
403943,40394300
403946,40394600
403947,40394700
403948,40394800
403949,40394900
403951,40395100
403953,40395300
403956,40395600
403957,40395700
403971,40397100
403975,40397500
403976,40397600
403989,40398900
403992,40399200
403994,40399400
403998,40399800
404000,40400000
404002,40400200
404003,40400300
404016,40401600
404020,40402000
404025,40402500
404029,40402900
404033,40403300
404039,40403900
404040,40404000
404044,40404400
404050,40405000
404055,40405500
404056,40405600
404058,40405800
404067,40406700
404068,40406800
404070,40407000
404071,40407100
404073,40407300
404077,40407700
404091,40409100
404100,40410000
404101,40410100
404115,40411500
404117,40411700
404118,40411800
404119,40411900
404125,40412500
404128,40412800
404129,40412900
404139,40413900
404140,40414000
404142,40414200
404145,40414500
404147,40414700
404152,40415200
404153,40415300
404154,40415400
404162,40416200
404163,40416300
404164,40416400
404166,40416600
404167,40416700
404168,40416800
404169,40416900
404170,40417000
404171,40417100
404172,40417200
404174,40417400
404175,40417500
404176,40417600
404178,40417800
404179,40417900
404185,40418500
404186,40418600
404188,40418800
404190,40419000
404191,40419100
404192,40419200
404194,40419400
404195,40419500
404196,40419600
404200,40420000
404201,40420100
404206,40420600
404210,40421000
404213,40421300
404215,40421500
404217,40421700
404218,40421800
404219,40421900
404221,40422100
404222,40422200
404223,40422300
404224,40422400
404225,40422500
404226,40422600
404228,40422800
404229,40422900
404230,40423000
404231,40423100
404232,40423200
404235,40423500
404236,40423600
404237,40423700
404238,40423800
404239,40423900
404240,40424000
404242,40424200
404245,40424500
404246,40424600
404247,40424700
404250,40425000
404251,40425100
404254,40425400
404255,40425500
404259,40425900
404261,40426100
404263,40426300
404266,40426600
404268,40426800
404269,40426900
404270,40427000
404271,40427100
404272,40427200
404273,40427300
404277,40427700
404278,40427800
404281,40428100
404282,40428200
404285,40428500
404291,40429100
404292,40429200
404295,40429500
404296,40429600
404298,40429800
404299,40429900
404300,40430000
404301,40430100
404302,40430200
404303,40430300
404304,40430400
404305,40430500
404307,40430700
404310,40431000
404311,40431100
404316,40431600
404317,40431700
404318,40431800
404319,40431900
404322,40432200
404323,40432300
404326,40432600
404328,40432800
404329,40432900
404332,40433200
404336,40433600
404339,40433900
404340,40434000
404341,40434100
404343,40434300
404344,40434400
404346,40434600
404347,40434700
404348,40434800
404349,40434900
404352,40435200
404353,40435300
404361,40436100
404363,40436300
404364,40436400
404365,40436500
404369,40436900
404370,40437000
404371,40437100
404373,40437300
404376,40437600
404378,40437800
404380,40438000
404381,40438100
404382,40438200
404387,40438700
404388,40438800
404389,40438900
404390,40439000
404391,40439100
404393,40439300
404394,40439400
404395,40439500
404396,40439600
404399,40439900
404404,40440400
404405,40440500
404408,40440800
404411,40441100
404412,40441200
404413,40441300
404414,40441400
404415,40441500
404417,40441700
404420,40442000
404422,40442200
404426,40442600
404428,40442800
404430,40443000
404432,40443200
404433,40443300
404435,40443500
404437,40443700
404438,40443800
404440,40444000
404441,40444100
404445,40444500
404446,40444600
404450,40445000
404451,40445100
404453,40445300
404454,40445400
404457,40445700
404461,40446100
404462,40446200
404467,40446700
404470,40447000
404473,40447300
404474,40447400
404475,40447500
404476,40447600
404478,40447800
404479,40447900
404480,40448000
404484,40448400
404485,40448500
404488,40448800
404490,40449000
404491,40449100
404492,40449200
404498,40449800
404501,40450100
404502,40450200
404503,40450300
404504,40450400
404505,40450500
404506,40450600
404507,40450700
404508,40450800
404511,40451100
404512,40451200
404514,40451400
404515,40451500
404516,40451600
404517,40451700
404519,40451900
404522,40452200
404523,40452300
404532,40453200
404534,40453400
404535,40453500
404536,40453600
404538,40453800
404539,40453900
404540,40454000
404541,40454100
404542,40454200
404543,40454300
404544,40454400
404547,40454700
404552,40455200
404554,40455400
404555,40455500
404556,40455600
404562,40456200
404567,40456700
404568,40456800
404569,40456900
404570,40457000
404571,40457100
404576,40457600
404580,40458000
404583,40458300
404585,40458500
404586,40458600
404588,40458800
404591,40459100
404594,40459400
404595,40459500
404596,40459600
404599,40459900
404600,40460000
404601,40460100
404602,40460200
404604,40460400
404605,40460500
404611,40461100
404612,40461200
404616,40461600
404618,40461800
404620,40462000
404622,40462200
404626,40462600
404627,40462700
404628,40462800
404629,40462900
404630,40463000
404631,40463100
404632,40463200
404634,40463400
404638,40463800
404643,40464300
404644,40464400
404645,40464500
404651,40465100
404652,40465200
404657,40465700
404658,40465800
404662,40466200
404664,40466400
404667,40466700
404668,40466800
404669,40466900
404670,40467000
404671,40467100
404672,40467200
404673,40467300
404676,40467600
404677,40467700
404678,40467800
404680,40468000
404681,40468100
404682,40468200
404683,40468300
404686,40468600
404687,40468700
404689,40468900
404690,40469000
404693,40469300
404694,40469400
404695,40469500
404697,40469700
404699,40469900
404700,40470000
404701,40470100
404702,40470200
404705,40470500
404706,40470600
404707,40470700
404708,40470800
404709,40470900
404711,40471100
404712,40471200
404713,40471300
404714,40471400
404715,40471500
404717,40471700
404719,40471900
404721,40472100
404722,40472200
404728,40472800
404729,40472900
404730,40473000
404731,40473100
404733,40473300
404734,40473400
404735,40473500
404736,40473600
404738,40473800
404739,40473900
404741,40474100
404742,40474200
404743,40474300
404744,40474400
404745,40474500
404747,40474700
404748,40474800
404755,40475500
404756,40475600
404758,40475800
404759,40475900
404760,40476000
404761,40476100
404762,40476200
404763,40476300
404764,40476400
404766,40476600
404767,40476700
404768,40476800
404770,40477000
404772,40477200
404773,40477300
404774,40477400
404775,40477500
404777,40477700
404780,40478000
404781,40478100
404782,40478200
404783,40478300
404786,40478600
404787,40478700
404788,40478800
404789,40478900
404790,40479000
404792,40479200
404793,40479300
404795,40479500
404796,40479600
404800,40480000
404801,40480100
404803,40480300
404804,40480400
404806,40480600
404807,40480700
404808,40480800
404814,40481400
404815,40481500
404817,40481700
404818,40481800
404820,40482000
404822,40482200
404823,40482300
404825,40482500
404827,40482700
404830,40483000
404831,40483100
404837,40483700
404838,40483800
404841,40484100
404842,40484200
404843,40484300
404845,40484500
404846,40484600
404848,40484800
404849,40484900
404851,40485100
404857,40485700
404858,40485800
404859,40485900
404863,40486300
404864,40486400
404865,40486500
404870,40487000
404871,40487100
404873,40487300
404878,40487800
404879,40487900
404881,40488100
404882,40488200
404884,40488400
404888,40488800
404889,40488900
404890,40489000
404891,40489100
404892,40489200
404897,40489700
404898,40489800
404899,40489900
404902,40490200
404903,40490300
404904,40490400
404905,40490500
404907,40490700
404908,40490800
404909,40490900
404910,40491000
404911,40491100
404914,40491400
404915,40491500
404916,40491600
404918,40491800
404921,40492100
404923,40492300
404924,40492400
404925,40492500
404927,40492700
404928,40492800
404929,40492900
404930,40493000
404934,40493400
404935,40493500
404936,40493600
404937,40493700
404938,40493800
404939,40493900
404941,40494100
404942,40494200
404943,40494300
404944,40494400
404945,40494500
404946,40494600
404948,40494800
404952,40495200
404954,40495400
404955,40495500
404956,40495600
404960,40496000
404962,40496200
404964,40496400
404965,40496500
404966,40496600
404968,40496800
404969,40496900
404973,40497300
404974,40497400
404978,40497800
404979,40497900
404980,40498000
404981,40498100
404982,40498200
404983,40498300
404984,40498400
404985,40498500
404986,40498600
404987,40498700
404989,40498900
404991,40499100
404992,40499200
404993,40499300
404996,40499600
404998,40499800
405000,40500000
405002,40500200
405003,40500300
405004,40500400
405007,40500700
405009,40500900
405010,40501000
405011,40501100
405012,40501200
405013,40501300
405014,40501400
405015,40501500
405016,40501600
405018,40501800
405019,40501900
405020,40502000
405021,40502100
405022,40502200
405026,40502600
405031,40503100
405033,40503300
405042,40504200
405045,40504500
405047,40504700
405051,40505100
405052,40505200
405053,40505300
405054,40505400
405055,40505500
405056,40505600
405057,40505700
405059,40505900
405060,40506000
405062,40506200
405070,40507000
405072,40507200
405074,40507400
405077,40507700
405079,40507900
405080,40508000
405081,40508100
405083,40508300
405085,40508500
405086,40508600
405093,40509300
405094,40509400
405095,40509500
405096,40509600
405097,40509700
405098,40509800
405100,40510000
405102,40510200
405103,40510300
405104,40510400
405107,40510700
405109,40510900
405111,40511100
405112,40511200
405113,40511300
405114,40511400
405116,40511600
405118,40511800
405119,40511900
405120,40512000
405121,40512100
405123,40512300
405124,40512400
405126,40512600
405127,40512700
405128,40512800
405129,40512900
405131,40513100
405132,40513200
405134,40513400
405138,40513800
405139,40513900
405141,40514100
405142,40514200
405143,40514300
405144,40514400
405145,40514500
405146,40514600
405147,40514700
405148,40514800
405149,40514900
405150,40515000
405151,40515100
405152,40515200
405153,40515300
405154,40515400
405155,40515500
405156,40515600
405157,40515700
405158,40515800
405159,40515900
405160,40516000
405161,40516100
405162,40516200
405163,40516300
405164,40516400
405165,40516500
405166,40516600
405167,40516700
405168,40516800
405170,40517000
405173,40517300
405175,40517500
405176,40517600
405179,40517900
405182,40518200
405183,40518300
405184,40518400
405185,40518500
405186,40518600
405187,40518700
405188,40518800
405189,40518900
405190,40519000
405191,40519100
405193,40519300
405196,40519600
405200,40520000
405203,40520300
405204,40520400
405208,40520800
405209,40520900
405210,40521000
405211,40521100
405213,40521300
405214,40521400
405215,40521500
405216,40521600
405217,40521700
405218,40521800
405221,40522100
405222,40522200
405223,40522300
405224,40522400
405225,40522500
405227,40522700
405229,40522900
405230,40523000
405232,40523200
405234,40523400
405235,40523500
405236,40523600
405237,40523700
405238,40523800
405239,40523900
405241,40524100
405242,40524200
405244,40524400
405245,40524500
405246,40524600
405247,40524700
405251,40525100
405252,40525200
405256,40525600
405257,40525700
405260,40526000
405261,40526100
405266,40526600
405267,40526700
405269,40526900
405271,40527100
405272,40527200
405273,40527300
405274,40527400
405275,40527500
405276,40527600
405277,40527700
405278,40527800
405279,40527900
405281,40528100
405282,40528200
405284,40528400
405285,40528500
405286,40528600
405287,40528700
405288,40528800
405289,40528900
405291,40529100
405292,40529200
405293,40529300
405294,40529400
405296,40529600
405297,40529700
405298,40529800
405303,40530300
405305,40530500
405306,40530600
405307,40530700
405308,40530800
405309,40530900
405310,40531000
405311,40531100
405312,40531200
405313,40531300
405316,40531600
405319,40531900
405320,40532000
405321,40532100
405322,40532200
405324,40532400
405326,40532600
405329,40532900
405332,40533200
405334,40533400
405335,40533500
405336,40533600
405337,40533700
405338,40533800
405339,40533900
405340,40534000
405341,40534100
405342,40534200
405344,40534400
405345,40534500
405346,40534600
405347,40534700
405349,40534900
405351,40535100
405353,40535300
405354,40535400
405355,40535500
405357,40535700
405358,40535800
405359,40535900
405360,40536000
405361,40536100
405363,40536300
405366,40536600
405367,40536700
405368,40536800
405370,40537000
405371,40537100
405373,40537300
405374,40537400
405375,40537500
405376,40537600
405378,40537800
405381,40538100
405383,40538300
405386,40538600
405388,40538800
405389,40538900
405392,40539200
405393,40539300
405394,40539400
405397,40539700
405399,40539900
405400,40540000
405402,40540200
405403,40540300
405404,40540400
405405,40540500
405406,40540600
405407,40540700
405409,40540900
405414,40541400
405415,40541500
405417,40541700
405418,40541800
405420,40542000
405422,40542200
405423,40542300
405425,40542500
405429,40542900
405430,40543000
405431,40543100
405432,40543200
405435,40543500
405437,40543700
405439,40543900
405440,40544000
405441,40544100
405442,40544200
405443,40544300
405444,40544400
405445,40544500
405447,40544700
405448,40544800
405450,40545000
405452,40545200
405453,40545300
405454,40545400
405456,40545600
405457,40545700
405458,40545800
405459,40545900
405460,40546000
405461,40546100
405462,40546200
405463,40546300
405467,40546700
405468,40546800
405472,40547200
405475,40547500
405476,40547600
405478,40547800
405479,40547900
405481,40548100
405482,40548200
405483,40548300
405484,40548400
405487,40548700
405489,40548900
405490,40549000
405492,40549200
405493,40549300
405495,40549500
405496,40549600
405497,40549700
405498,40549800
405499,40549900
405500,40550000
405501,40550100
405503,40550300
405507,40550700
405508,40550800
405509,40550900
405511,40551100
405514,40551400
405515,40551500
405516,40551600
405517,40551700
405519,40551900
405524,40552400
405525,40552500
405526,40552600
405529,40552900
405531,40553100
405533,40553300
405535,40553500
405537,40553700
405539,40553900
405540,40554000
405543,40554300
405546,40554600
405548,40554800
405550,40555000
405552,40555200
405554,40555400
405560,40556000
405563,40556300
405564,40556400
405565,40556500
405568,40556800
405569,40556900
405570,40557000
405571,40557100
405572,40557200
405573,40557300
405574,40557400
405577,40557700
405579,40557900
405580,40558000
405581,40558100
405583,40558300
405584,40558400
405586,40558600
405587,40558700
405589,40558900
405590,40559000
405591,40559100
405595,40559500
405596,40559600
405599,40559900
405600,40560000
405601,40560100
405603,40560300
405604,40560400
405605,40560500
405607,40560700
405608,40560800
405610,40561000
405611,40561100
405612,40561200
405614,40561400
405616,40561600
405617,40561700
405618,40561800
405619,40561900
405622,40562200
405623,40562300
405624,40562400
405629,40562900
405630,40563000
405631,40563100
405632,40563200
405633,40563300
405635,40563500
405636,40563600
405637,40563700
405639,40563900
405642,40564200
405643,40564300
405645,40564500
405646,40564600
405648,40564800
405649,40564900
405650,40565000
405653,40565300
405654,40565400
405655,40565500
405657,40565700
405660,40566000
405661,40566100
405662,40566200
405663,40566300
405664,40566400
405666,40566600
405667,40566700
405668,40566800
405669,40566900
405670,40567000
405671,40567100
405672,40567200
405674,40567400
405675,40567500
405676,40567600
405677,40567700
405678,40567800
405679,40567900
405683,40568300
405685,40568500
405686,40568600
405687,40568700
405688,40568800
405689,40568900
405690,40569000
405692,40569200
405693,40569300
405696,40569600
405697,40569700
405700,40570000
405702,40570200
405703,40570300
405707,40570700
405708,40570800
405709,40570900
405710,40571000
405715,40571500
405720,40572000
405721,40572100
405722,40572200
405723,40572300
405724,40572400
405725,40572500
405726,40572600
405729,40572900
405731,40573100
405732,40573200
405736,40573600
405740,40574000
405741,40574100
405742,40574200
405743,40574300
405744,40574400
405745,40574500
405748,40574800
405751,40575100
405753,40575300
405754,40575400
405756,40575600
405757,40575700
405758,40575800
405759,40575900
405760,40576000
405761,40576100
405762,40576200
405766,40576600
405767,40576700
405768,40576800
405769,40576900
405770,40577000
405772,40577200
405773,40577300
405774,40577400
405775,40577500
405776,40577600
405777,40577700
405778,40577800
405779,40577900
405781,40578100
405782,40578200
405783,40578300
405784,40578400
405785,40578500
405786,40578600
405787,40578700
405788,40578800
405790,40579000
405791,40579100
405793,40579300
405795,40579500
405796,40579600
405798,40579800
405799,40579900
405800,40580000
405801,40580100
405802,40580200
405803,40580300
405805,40580500
405808,40580800
405809,40580900
405811,40581100
405812,40581200
405813,40581300
405814,40581400
405817,40581700
405818,40581800
405819,40581900
405821,40582100
405823,40582300
405825,40582500
405826,40582600
405827,40582700
405828,40582800
405829,40582900
405830,40583000
405831,40583100
405832,40583200
405835,40583500
405839,40583900
405840,40584000
405841,40584100
405842,40584200
405843,40584300
405844,40584400
405845,40584500
405847,40584700
405848,40584800
405854,40585400
405856,40585600
405857,40585700
405861,40586100
405863,40586300
405864,40586400
405865,40586500
405869,40586900
405870,40587000
405871,40587100
405874,40587400
405875,40587500
405877,40587700
405879,40587900
405881,40588100
405884,40588400
405885,40588500
405886,40588600
405887,40588700
405888,40588800
405889,40588900
405890,40589000
405891,40589100
405892,40589200
405893,40589300
405894,40589400
405896,40589600
405897,40589700
405898,40589800
405899,40589900
405900,40590000
405901,40590100
405903,40590300
405904,40590400
405905,40590500
